,Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode
1132,B-25687,17,6,1,Clothing,Stole,UPI
1133,B-26087,40,10,2,Clothing,Stole,COD
1134,B-25764,349,-24,2,Clothing,Saree,Debit Card
1135,B-25782,335,-22,7,Furniture,Chairs,UPI
1136,B-25854,40,16,3,Clothing,Hankerchief,COD
1137,B-26085,40,17,2,Clothing,Stole,COD
1138,B-25630,40,-7,3,Clothing,Stole,COD
1139,B-25999,352,74,8,Clothing,Stole,Debit Card
1140,B-25648,55,-26,4,Clothing,Saree,UPI
1141,B-25952,352,18,5,Clothing,Trousers,Debit Card
1142,B-25710,53,-18,4,Clothing,T-shirt,UPI
1143,B-25685,51,7,2,Furniture,Furnishings,UPI
1144,B-25740,40,-37,3,Clothing,Stole,COD
1145,B-25973,39,14,5,Clothing,Leggings,COD
1146,B-25769,355,-4,2,Clothing,Saree,Debit Card
1147,B-25687,357,139,2,Clothing,Saree,Debit Card
1148,B-25603,38,18,1,Clothing,Kurti,COD
1149,B-26050,38,9,2,Clothing,Stole,COD
1150,B-25748,141,10,4,Clothing,Shirt,UPI
1151,B-25833,36,4,9,Clothing,Hankerchief,COD
1152,B-25930,351,-94,5,Electronics,Electronic Games,COD
1153,B-26035,369,15,3,Electronics,Electronic Games,Debit Card
1154,B-25851,53,24,6,Clothing,Hankerchief,EMI
1155,B-25718,371,115,1,Furniture,Bookcases,Debit Card
1156,B-25898,499,33,4,Clothing,Saree,COD
1157,B-25893,223,62,7,Clothing,Shirt,COD
1158,B-25983,50,-4,6,Clothing,T-shirt,EMI
1159,B-26056,391,90,6,Electronics,Phones,Debit Card
1160,B-25715,416,137,3,Electronics,Phones,Debit Card
1161,B-25702,424,-17,9,Furniture,Chairs,Debit Card
1162,B-25618,362,127,1,Furniture,Bookcases,COD
1163,B-25643,36,-7,1,Electronics,Electronic Games,COD
1164,B-25961,34,-10,3,Clothing,Skirt,COD
1165,B-25873,367,73,3,Electronics,Electronic Games,UPI
1166,B-26053,425,208,7,Clothing,Saree,Debit Card
1167,B-25683,433,26,3,Electronics,Printers,Debit Card
1168,B-25718,460,31,3,Furniture,Bookcases,Debit Card
1169,B-25753,62,-56,5,Clothing,Kurti,COD
1170,B-25852,50,16,1,Clothing,Stole,EMI
1171,B-25914,460,-143,3,Furniture,Chairs,Debit Card
1172,B-26083,34,3,3,Clothing,Saree,COD
1173,B-25857,227,59,2,Furniture,Furnishings,UPI
1174,B-25939,469,33,4,Electronics,Electronic Games,Debit Card
1175,B-25851,103,46,2,Clothing,Saree,UPI
1176,B-25699,34,-13,5,Clothing,Leggings,COD
1177,B-26078,137,63,3,Clothing,Stole,COD
1178,B-26075,34,12,2,Clothing,Stole,COD
1179,B-25956,474,56,4,Electronics,Phones,Debit Card
1180,B-25861,50,3,2,Clothing,Stole,EMI
1181,B-25777,69,-67,4,Clothing,Kurti,UPI
1182,B-25634,389,-83,3,Furniture,Chairs,UPI
1183,B-25753,77,-43,8,Clothing,Stole,COD
1184,B-25687,51,21,3,Clothing,T-shirt,COD
1185,B-25885,394,146,2,Furniture,Bookcases,UPI
1186,B-25767,48,-22,2,Clothing,Saree,EMI
1187,B-25961,34,-12,5,Clothing,Leggings,COD
1188,B-25923,484,28,3,Electronics,Printers,Debit Card
1189,B-25799,47,-27,4,Clothing,Saree,EMI
1190,B-25955,45,8,4,Clothing,Skirt,EMI
1191,B-26015,128,55,1,Clothing,Saree,COD
1192,B-26051,669,74,5,Furniture,Bookcases,COD
1193,B-25822,34,13,2,Clothing,Saree,COD
1194,B-25989,44,14,3,Clothing,Hankerchief,Credit Card
1195,B-25910,33,1,2,Clothing,Shirt,COD
1196,B-25956,33,10,3,Clothing,Hankerchief,COD
1197,B-25986,487,-23,3,Electronics,Printers,Debit Card
1198,B-26098,497,179,3,Furniture,Chairs,Debit Card
1199,B-26061,508,203,2,Electronics,Accessories,Debit Card
1200,B-25954,524,-25,2,Electronics,Electronic Games,Debit Card
1201,B-26034,425,183,5,Electronics,Accessories,UPI
1202,B-25909,168,56,3,Clothing,Saree,COD
1203,B-25692,141,28,7,Furniture,Furnishings,UPI
1204,B-25959,429,17,3,Furniture,Chairs,UPI
1205,B-25745,44,-8,3,Clothing,Stole,Credit Card
1206,B-25689,149,136,3,Clothing,Stole,UPI
1207,B-25786,44,-34,3,Clothing,Stole,Credit Card
1208,B-25897,33,10,3,Clothing,Hankerchief,COD
1209,B-26056,33,9,2,Clothing,Hankerchief,COD
1210,B-25855,442,31,2,Electronics,Electronic Games,UPI
1211,B-25667,41,6,5,Clothing,Skirt,Credit Card
1212,B-25701,33,-12,5,Clothing,Hankerchief,COD
1213,B-26046,32,3,8,Clothing,Hankerchief,COD
1214,B-25676,32,6,3,Clothing,Shirt,COD
1215,B-26045,179,77,1,Clothing,Saree,UPI
1216,B-25889,31,10,1,Clothing,Kurti,COD
1217,B-25900,140,68,5,Clothing,T-shirt,COD
1218,B-25685,529,137,3,Electronics,Phones,Debit Card
1219,B-25622,534,0,3,Clothing,Saree,Debit Card
1220,B-25709,41,-6,1,Furniture,Chairs,Credit Card
1221,B-25798,379,63,2,Clothing,Saree,COD
1222,B-25933,81,-44,3,Clothing,Stole,COD
1223,B-25793,40,-33,5,Clothing,Hankerchief,Credit Card
1224,B-25951,40,18,1,Electronics,Accessories,Credit Card
1225,B-25656,534,0,3,Clothing,Saree,Debit Card
1226,B-26056,31,9,2,Clothing,Hankerchief,COD
1227,B-25870,473,-113,9,Clothing,Hankerchief,UPI
1228,B-25690,31,-10,3,Clothing,Skirt,COD
1229,B-25702,31,-3,4,Clothing,Saree,COD
1230,B-25752,91,15,6,Clothing,T-shirt,UPI
1231,B-25781,30,-25,2,Clothing,T-shirt,COD
1232,B-26038,30,6,1,Clothing,T-shirt,COD
1233,B-25761,40,0,3,Clothing,Saree,Credit Card
1234,B-25751,534,5,2,Electronics,Electronic Games,Debit Card
1235,B-25750,539,-146,7,Furniture,Furnishings,Debit Card
1236,B-25726,490,-128,8,Furniture,Bookcases,UPI
1237,B-26048,163,81,2,Electronics,Accessories,COD
1238,B-26051,184,85,6,Clothing,T-shirt,UPI
1239,B-25614,494,54,4,Furniture,Bookcases,COD
1240,B-25907,30,11,5,Clothing,Hankerchief,COD
1241,B-25789,30,0,1,Clothing,Kurti,COD
1242,B-26097,39,-18,2,Clothing,Leggings,Credit Card
1243,B-25902,1700,85,3,Clothing,Trousers,COD
1244,B-25657,332,-43,6,Electronics,Phones,UPI
1245,B-25854,436,131,9,Clothing,Hankerchief,UPI
1246,B-25610,30,-5,2,Furniture,Furnishings,COD
1247,B-25733,30,-10,2,Clothing,Stole,COD
1248,B-25798,38,-13,3,Clothing,Stole,Credit Card
1249,B-25803,511,194,3,Furniture,Chairs,UPI
1250,B-25755,37,-53,3,Clothing,Saree,Credit Card
1251,B-25850,513,215,2,Electronics,Accessories,COD
1252,B-25667,516,69,4,Furniture,Bookcases,UPI
1253,B-25796,559,-19,2,Clothing,Trousers,Debit Card
1254,B-26013,29,-10,3,Clothing,Skirt,COD
1255,B-25683,148,52,5,Clothing,Stole,UPI
1256,B-26054,559,-174,2,Electronics,Electronic Games,Debit Card
1257,B-26010,527,26,3,Electronics,Electronic Games,COD
1258,B-25979,560,44,3,Clothing,Saree,Debit Card
1259,B-25973,571,108,12,Clothing,Stole,Debit Card
1260,B-25975,29,2,3,Clothing,Skirt,COD
1261,B-26010,29,3,2,Clothing,Stole,COD
1262,B-25767,29,-3,3,Clothing,Saree,COD
1263,B-25815,35,14,2,Clothing,Stole,Credit Card
1264,B-25853,579,139,3,Electronics,Printers,Debit Card
1265,B-25756,29,-24,4,Clothing,Leggings,COD
1266,B-25755,593,213,4,Furniture,Bookcases,Debit Card
1267,B-25996,217,72,2,Furniture,Furnishings,COD
1268,B-25619,353,90,8,Clothing,Saree,COD
1269,B-26050,382,92,2,Electronics,Printers,COD
1270,B-26000,597,93,4,Furniture,Chairs,Debit Card
1271,B-26058,212,97,7,Clothing,Hankerchief,COD
1272,B-25856,689,90,5,Clothing,Saree,COD
1273,B-26044,28,-10,3,Clothing,Skirt,COD
1274,B-25654,34,12,3,Clothing,Hankerchief,Credit Card
1275,B-26051,600,-102,5,Electronics,Electronic Games,Debit Card
1276,B-25636,637,113,5,Clothing,Saree,UPI
1277,B-25710,616,-69,7,Furniture,Furnishings,Debit Card
1278,B-25656,624,37,2,Electronics,Electronic Games,Debit Card
1279,B-25919,28,4,1,Clothing,T-shirt,COD
1280,B-25781,584,-444,7,Electronics,Printers,UPI
1281,B-25899,28,6,4,Clothing,Skirt,COD
1282,B-26093,33,-1,1,Clothing,Saree,Credit Card
1283,B-25753,27,-20,2,Clothing,Hankerchief,COD
1284,B-25858,27,5,2,Clothing,Skirt,COD
1285,B-25762,27,4,3,Clothing,Skirt,COD
1286,B-25625,635,-349,5,Clothing,Saree,Debit Card
1287,B-25857,598,166,4,Furniture,Bookcases,UPI
1288,B-25919,636,-204,2,Electronics,Printers,Debit Card
1289,B-25864,27,9,2,Clothing,Hankerchief,COD
1290,B-25698,27,-6,4,Clothing,Hankerchief,COD
1291,B-25959,637,212,8,Electronics,Phones,Debit Card
1292,B-26073,290,110,9,Clothing,Stole,UPI
1293,B-25649,27,-25,2,Clothing,Stole,COD
1294,B-25806,632,-114,4,Furniture,Tables,UPI
1295,B-25756,643,-45,2,Electronics,Printers,Debit Card
1296,B-26003,652,13,6,Furniture,Furnishings,Debit Card
1297,B-25752,33,-27,1,Furniture,Chairs,Credit Card
1298,B-25783,26,2,2,Clothing,Hankerchief,COD
1299,B-25802,633,-633,11,Electronics,Accessories,UPI
1300,B-25881,26,9,2,Clothing,Leggings,COD
1301,B-25898,191,93,4,Clothing,Shirt,UPI
1302,B-25696,887,80,3,Electronics,Printers,UPI
1303,B-25826,637,261,2,Electronics,Printers,COD
1304,B-25745,670,15,5,Furniture,Bookcases,Debit Card
1305,B-25943,26,7,4,Clothing,Hankerchief,COD
1306,B-26051,676,195,5,Furniture,Bookcases,Debit Card
1307,B-25624,26,12,3,Clothing,Hankerchief,COD
1308,B-25723,26,-24,1,Clothing,Stole,COD
1309,B-26052,25,7,2,Clothing,Stole,COD
1310,B-25603,24,-30,1,Furniture,Chairs,COD
1311,B-25983,32,-12,1,Furniture,Chairs,Credit Card
1312,B-25650,31,-2,2,Clothing,Saree,Credit Card
1313,B-25656,651,169,5,Electronics,Printers,COD
1314,B-26018,326,107,3,Furniture,Furnishings,UPI
1315,B-25783,30,-6,2,Clothing,Hankerchief,UPI
1316,B-25951,30,5,2,Clothing,Kurti,UPI
1317,B-25974,662,240,2,Furniture,Bookcases,COD
1318,B-25754,30,-23,2,Clothing,Saree,UPI
1319,B-26073,29,9,3,Clothing,Saree,UPI
1320,B-25796,28,1,1,Electronics,Accessories,UPI
1321,B-25653,28,-3,2,Clothing,Saree,UPI
1322,B-25884,24,2,4,Clothing,Hankerchief,COD
1323,B-25650,28,-26,2,Clothing,Stole,UPI
1324,B-26045,27,5,1,Clothing,Stole,UPI
1325,B-25672,27,-15,1,Clothing,Stole,UPI
1326,B-25949,24,11,3,Clothing,Hankerchief,COD
1327,B-25733,23,-6,4,Clothing,Hankerchief,COD
1328,B-25697,322,193,5,Electronics,Printers,COD
1329,B-25893,688,-103,6,Electronics,Accessories,Debit Card
1330,B-25802,23,-3,1,Clothing,Shirt,COD
1331,B-25961,26,3,3,Clothing,Skirt,UPI
1332,B-25751,68,-56,2,Electronics,Phones,COD
1333,B-25814,462,169,4,Clothing,Saree,COD
1334,B-25702,941,203,3,Furniture,Tables,UPI
1335,B-25896,23,4,2,Clothing,Skirt,COD
1336,B-25969,720,43,2,Electronics,Printers,UPI
1337,B-25778,724,-447,4,Electronics,Electronic Games,UPI
1338,B-25859,724,253,2,Furniture,Bookcases,UPI
1339,B-25810,26,10,4,Clothing,Hankerchief,UPI
1340,B-25616,22,-2,3,Clothing,Hankerchief,COD
1341,B-25633,711,-8,4,Clothing,Saree,Debit Card
1342,B-25753,107,31,5,Clothing,T-shirt,COD
1343,B-25764,765,-153,2,Electronics,Phones,Debit Card
1344,B-25864,22,8,2,Clothing,Leggings,COD
1345,B-25725,26,-5,2,Clothing,Stole,UPI
1346,B-25858,22,8,3,Clothing,Hankerchief,COD
1347,B-25817,743,89,5,Electronics,Printers,UPI
1348,B-25703,22,-15,4,Clothing,Kurti,COD
1349,B-25610,781,594,6,Electronics,Printers,Debit Card
1350,B-25652,25,-2,5,Clothing,Hankerchief,UPI
1351,B-25891,25,2,2,Clothing,Hankerchief,UPI
1352,B-25764,119,43,5,Clothing,T-shirt,COD
1353,B-25664,785,52,2,Electronics,Phones,Debit Card
1354,B-25645,183,-66,5,Electronics,Phones,UPI
1355,B-26008,22,4,1,Clothing,Stole,COD
1356,B-26061,642,180,5,Clothing,Saree,COD
1357,B-25781,767,-353,5,Clothing,Trousers,COD
1358,B-25999,770,323,3,Electronics,Accessories,COD
1359,B-25783,21,-17,3,Clothing,Shirt,COD
1360,B-25800,21,-6,3,Clothing,Leggings,COD
1361,B-26093,492,187,2,Electronics,Accessories,UPI
1362,B-25638,816,-96,3,Electronics,Printers,Debit Card
1363,B-26026,25,2,3,Clothing,Kurti,Credit Card
1364,B-25902,802,120,7,Electronics,Accessories,COD
1365,B-25968,811,154,7,Electronics,Accessories,UPI
1366,B-26099,835,267,5,Electronics,Phones,Debit Card
1367,B-25699,21,-5,1,Electronics,Accessories,COD
1368,B-26076,450,-190,4,Furniture,Bookcases,COD
1369,B-25793,24,-1,4,Clothing,Skirt,Credit Card
1370,B-25671,832,0,3,Clothing,Trousers,UPI
1371,B-26040,833,93,3,Clothing,Trousers,UPI
1372,B-26059,20,6,1,Clothing,T-shirt,COD
1373,B-25725,23,-5,7,Clothing,Hankerchief,Credit Card
1374,B-25855,550,-242,5,Furniture,Furnishings,UPI
1375,B-25738,148,-91,2,Electronics,Phones,COD
1376,B-25899,846,9,2,Furniture,Chairs,Debit Card
1377,B-25608,856,385,6,Electronics,Printers,COD
1378,B-25904,871,131,2,Furniture,Bookcases,UPI
1379,B-26056,19,-18,4,Clothing,Kurti,COD
1380,B-25669,610,-66,2,Furniture,Tables,COD
1381,B-25638,880,97,8,Furniture,Furnishings,Debit Card
1382,B-25953,22,-8,4,Clothing,Hankerchief,Credit Card
1383,B-25841,22,11,2,Clothing,Skirt,Credit Card
1384,B-26071,21,4,3,Clothing,Hankerchief,Credit Card
1385,B-25793,18,1,3,Clothing,Hankerchief,COD
1386,B-25813,911,202,7,Furniture,Chairs,COD
1387,B-26010,18,2,3,Clothing,Hankerchief,COD
1388,B-25825,911,355,5,Electronics,Phones,Debit Card
1389,B-25630,143,-129,2,Electronics,Phones,COD
1390,B-25986,918,22,9,Electronics,Electronic Games,COD
1391,B-25650,925,-447,5,Electronics,Electronic Games,COD
1392,B-26078,17,8,2,Clothing,Skirt,COD
1393,B-25890,465,207,9,Clothing,Saree,COD
1394,B-25691,17,-9,3,Clothing,Stole,COD
1395,B-25952,935,114,4,Electronics,Electronic Games,UPI
1396,B-25651,16,-10,2,Clothing,T-shirt,COD
1397,B-25955,954,95,3,Electronics,Printers,UPI
1398,B-25898,915,-99,3,Furniture,Tables,Debit Card
1399,B-25838,955,305,3,Electronics,Printers,Debit Card
1400,B-25797,976,293,4,Electronics,Accessories,COD
1401,B-25738,1069,0,6,Clothing,Saree,EMI
1402,B-25661,19,-15,3,Clothing,Hankerchief,Credit Card
1403,B-25997,16,6,3,Clothing,Hankerchief,COD
1404,B-25667,1030,206,8,Electronics,Printers,UPI
1405,B-25753,620,82,6,Electronics,Accessories,COD
1406,B-25848,16,8,2,Clothing,Hankerchief,COD
1407,B-26097,19,8,2,Clothing,Hankerchief,Credit Card
1408,B-25633,249,-130,4,Electronics,Phones,UPI
1409,B-25807,16,6,1,Clothing,Stole,COD
1410,B-25752,1361,197,9,Furniture,Bookcases,COD
1411,B-26052,15,1,1,Clothing,Shirt,COD
1412,B-25610,1076,-38,4,Electronics,Printers,COD
1413,B-25888,18,2,3,Clothing,Hankerchief,Credit Card
1414,B-25937,1101,352,3,Furniture,Bookcases,UPI
1415,B-25828,15,2,1,Clothing,Leggings,COD
1416,B-26048,1104,209,4,Clothing,Trousers,UPI
1417,B-25670,14,2,1,Clothing,Hankerchief,COD
1418,B-25757,14,5,1,Clothing,Hankerchief,COD
1419,B-25751,14,-3,2,Clothing,Leggings,COD
1420,B-25687,14,-1,4,Clothing,Kurti,COD
1421,B-25710,13,-8,1,Clothing,T-shirt,COD
1422,B-25656,13,-1,3,Clothing,Hankerchief,COD
1423,B-25601,1275,1148,7,Furniture,Bookcases,EMI
1424,B-26053,17,1,2,Clothing,Skirt,Credit Card
1425,B-26001,13,0,2,Clothing,Hankerchief,COD
1426,B-25964,1270,546,11,Electronics,Electronic Games,EMI
1427,B-26062,13,-2,1,Clothing,Stole,COD
1428,B-25982,13,3,1,Clothing,Leggings,COD
1429,B-25864,17,5,1,Clothing,Hankerchief,UPI
1430,B-25693,13,-13,2,Clothing,Skirt,COD
1431,B-25802,13,-9,2,Clothing,Skirt,COD
1432,B-25676,1263,-56,5,Clothing,Trousers,EMI
1433,B-25639,1629,-153,3,Electronics,Phones,COD
1434,B-25757,17,7,3,Clothing,Hankerchief,UPI
1435,B-26003,17,2,2,Clothing,Skirt,UPI
1436,B-26055,1250,-12,2,Electronics,Printers,EMI
1437,B-25786,17,-11,3,Clothing,Skirt,UPI
1438,B-25919,977,-244,7,Electronics,Phones,COD
1439,B-25894,1246,62,3,Furniture,Bookcases,EMI
1440,B-25979,12,1,2,Clothing,Hankerchief,COD
1441,B-25651,11,-4,2,Clothing,Skirt,COD
1442,B-25653,1327,318,8,Furniture,Chairs,EMI
1443,B-25855,1319,567,5,Electronics,Printers,COD
1444,B-25793,1402,109,11,Clothing,Saree,EMI
1445,B-26073,1514,742,4,Electronics,Printers,EMI
1446,B-25881,1351,111,6,Electronics,Electronic Games,COD
1447,B-25603,1355,-60,5,Clothing,Trousers,COD
1448,B-25851,10,2,2,Clothing,Hankerchief,COD
1449,B-25883,10,-2,2,Clothing,Leggings,COD
1450,B-25768,1582,-443,6,Clothing,Trousers,EMI
1451,B-25953,1218,352,9,Furniture,Bookcases,EMI
1452,B-25755,321,315,5,Clothing,Saree,UPI
1453,B-26057,736,346,5,Electronics,Printers,COD
1454,B-26055,1218,-420,8,Furniture,Bookcases,COD
1455,B-25855,1027,441,8,Clothing,Saree,COD
1456,B-25989,10,5,1,Clothing,Stole,COD
1457,B-26099,2366,552,5,Clothing,Trousers,UPI
1458,B-25652,9,-6,2,Clothing,Hankerchief,COD
1459,B-25723,16,-12,2,Clothing,Stole,UPI
1460,B-26099,9,3,1,Clothing,Skirt,COD
1461,B-25629,1560,421,3,Clothing,Trousers,COD
1462,B-25877,1137,568,2,Clothing,Trousers,EMI
1463,B-25767,9,-9,2,Clothing,Kurti,COD
1464,B-25735,15,-7,1,Clothing,Hankerchief,UPI
1465,B-26097,14,5,1,Clothing,Hankerchief,UPI
1466,B-26070,14,7,2,Clothing,Hankerchief,UPI
1467,B-25752,8,-2,2,Clothing,Hankerchief,COD
1468,B-25656,1389,680,7,Clothing,Saree,COD
1469,B-25748,8,-1,2,Clothing,Leggings,COD
1470,B-25758,8,-2,1,Clothing,Stole,COD
1471,B-25950,13,4,1,Clothing,Leggings,UPI
1472,B-25707,8,-6,1,Clothing,Stole,COD
1473,B-25909,12,2,2,Clothing,Skirt,Credit Card
1474,B-25955,1716,309,7,Electronics,Accessories,COD
1475,B-26023,1117,447,10,Furniture,Bookcases,EMI
1476,B-25655,9,-6,2,Clothing,Skirt,Credit Card
1477,B-25686,332,503,3,Electronics,Printers,COD
1478,B-25655,7,-4,3,Clothing,Hankerchief,COD
1479,B-25601,8,-2,3,Clothing,Hankerchief,Credit Card
1480,B-25862,2061,701,5,Furniture,Bookcases,UPI
1481,B-25626,1103,276,3,Furniture,Chairs,EMI
1482,B-25823,2103,322,8,Electronics,Electronic Games,UPI
1483,B-25881,2115,23,5,Furniture,Chairs,COD
1484,B-25910,850,-289,5,Electronics,Electronic Games,COD
1485,B-25830,1063,64,7,Electronics,Phones,EMI
1486,B-25978,1063,-175,4,Electronics,Electronic Games,EMI
1487,B-25997,2292,127,7,Furniture,Bookcases,COD
1488,B-25661,7,-1,2,Clothing,Hankerchief,Credit Card
1489,B-25969,2452,191,7,Furniture,Bookcases,UPI
1490,B-25858,2457,665,11,Electronics,Electronic Games,EMI
1491,B-25697,4,-3,1,Clothing,Skirt,Credit Card
1492,B-25798,2830,-1981,13,Furniture,Bookcases,EMI
1493,B-25873,7,1,1,Clothing,Hankerchief,COD
1494,B-25740,7,0,2,Clothing,Skirt,COD
1495,B-25700,7,-3,2,Clothing,Hankerchief,COD
1496,B-25757,3151,-35,7,Clothing,Trousers,EMI
1497,B-25973,4141,1698,13,Electronics,Printers,COD
1498,B-25698,7,-2,1,Clothing,Hankerchief,COD
1499,B-25993,4363,305,5,Furniture,Tables,EMI
